id,title,career,zip_code,residence,loan,term,interest_rate,issue_time,syndicated,installment,record_time,history_time,total_accounts,balance_accounts,balance_limit,balance,level,career_isna,payment_to_balance
60910,8,3.0,311662,2,3700,36,12.3,1154478906,0,1,1154477033,666662527,25,10,21500.0,4490.0,B0,0,0.1
60911,6,Unknown,331716,0,15350,60,15.0,1199321368,0,0,1199321264,679711497,25,10,32800.0,16700.0,B2,1,0.0
60912,10,2.0,181254,0,15350,36,10.2,1083457648,0,1,1091232735,677116994,25,10,36300.0,14173.0,A3,0,0.1
60913,10,10.0,211353,0,23000,36,12.1,1170376931,0,0,1170376162,366769037,25,10,39800.0,29684.0,B0,0,0.0
60914,10,10.0,121063,0,33050,36,15.75,1086137708,0,0,1161305687,506218634,25,10,24100.0,9246.0,B1,0,0.0
60915,9,10.0,101001,0,17500,36,6.85,1165019261,0,1,1185755038,348451779,25,10,68000.0,13919.0,A1,0,0.1
60916,9,0.0,241458,0,8900,36,11.45,1159747346,0,0,1159749286,650766308,25,10,37900.0,17768.0,A5,0,0.0
60917,9,10.0,331714,0,10400,36,8.25,1207095145,0,0,1207095471,690336836,25,10,33100.0,14288.0,A3,0,0.0
60918,8,2.0,241473,1,10050,36,14.35,1186100836,0,0,1214611254,856054312,25,10,31500.0,8262.0,B2,0,0.0
60919,9,10.0,341754,0,25500,60,19.95,1112401660,0,0,1182384065,619230187,25,10,25300.0,18946.0,C1,0,0.0
60920,10,0.0,291603,0,5950,36,6.05,1091408067,0,0,1106956816,616552319,25,10,56600.0,5141.0,A0,0,0.0
60921,9,10.0,241459,2,23000,60,13.9,1143939035,0,0,1167266752,587693352,25,10,44600.0,21673.0,B2,0,0.0
60922,9,10.0,181274,0,16500,36,14.0,1114994758,0,0,1120178246,180146687,25,10,26200.0,17305.0,B1,0,0.0
60923,6,4.0,221376,1,10400,36,7.9,1212365814,0,1,1212365853,940120039,25,10,29200.0,11759.0,A2,0,0.1
60924,9,0.0,231406,0,13050,36,6.1,1114994214,0,0,1114992430,784944202,25,12,43200.0,14500.0,A0,0,0.0
60925,10,10.0,482005,0,23000,36,7.4,1172882855,0,0,1222128073,180144603,25,12,23300.0,12045.0,A2,0,0.0
60926,8,10.0,101001,0,21300,60,23.25,1101947832,0,1,1166747206,419387406,25,12,22000.0,14527.0,C5,0,0.08333333333333333
60927,8,7.0,311684,0,7200,36,13.7,1172882007,0,1,1183248694,711245305,25,12,13900.0,7444.0,B1,0,0.08333333333333333
60928,10,2.0,181237,1,7600,36,17.95,1070412959,0,1,1080780087,792893892,25,12,13000.0,6582.0,B3,0,0.08333333333333333
60929,9,3.0,191309,1,5950,36,13.45,1194050978,0,0,1194049834,798080208,25,12,20300.0,11941.0,B1,0,0.0
60930,6,10.0,371808,0,15950,36,11.0,1143939209,0,0,1143938203,606012330,25,12,31100.0,26951.0,A4,0,0.0
60931,7,10.0,241453,0,33050,36,12.95,1180829060,0,0,1180829503,582425637,25,12,62700.0,35952.0,B1,0,0.0
60932,6,7.0,331718,0,17500,60,14.05,1149207662,0,0,1149209790,361497934,25,12,51500.0,25209.0,B2,0,0.0
60933,7,3.0,311667,0,21300,36,8.45,1165021053,0,0,1165019222,677120322,25,12,39000.0,23268.0,A3,0,0.0
60934,7,0.0,241454,1,25500,36,7.85,1159747201,0,0,1159749236,461462518,25,12,42900.0,36217.0,A2,0,0.0
60935,9,3.0,181229,0,11050,36,11.45,1188780719,0,0,1188779020,248487225,25,12,21100.0,12110.0,A5,0,0.0
60936,9,1.0,231403,1,3700,36,11.6,1162428598,0,0,1219451463,911176853,9,7,7200.0,1830.0,A5,0,0.0
60937,8,2.0,181231,0,7200,36,12.7,1220316613,0,1,1274747659,811298043,9,7,5800.0,3744.0,B0,0,0.14285714285714285
60938,9,6.0,181241,1,9850,36,17.85,1149208188,0,0,1198457686,776996419,9,7,8800.0,4925.0,B5,0,0.0
60939,8,5.0,522084,0,9850,36,11.55,1191370878,0,0,1206925109,1045354618,9,7,12600.0,7797.0,A5,0,0.0
60940,10,3.0,181222,1,25500,36,18.95,1196642622,0,0,1279586727,390358735,9,7,20500.0,4099.0,B4,0,0.0
60941,7,10.0,181247,0,15350,36,19.1,1194050572,0,1,1269216192,858471660,9,7,8700.0,3948.0,B4,0,0.14285714285714285
60942,9,5.0,241453,0,10400,36,27.5,1172883595,0,0,1235091234,961114958,9,7,5900.0,4398.0,E1,0,0.0
60943,9,4.0,181233,0,15350,36,12.25,1143938248,0,0,1146528000,879638740,9,7,35100.0,14989.0,B0,0,0.0
60944,10,0.0,121062,1,15350,36,12.7,1004659485,0,0,1048723547,840154558,9,7,28600.0,8862.0,B1,0,0.0
60945,9,2.0,241462,2,2850,36,14.05,1149208125,0,1,1149207712,958436533,9,7,10600.0,9942.0,B2,0,0.14285714285714285
60946,7,10.0,101025,1,10050,36,9.15,1172881836,0,0,1180659300,811298206,9,7,32400.0,10384.0,A3,0,0.0
60947,9,8.0,191311,1,16500,36,6.3,1149209777,0,0,1169945838,695608205,24,9,45000.0,14641.0,A1,0,0.0
60948,10,10.0,371814,0,11050,36,6.6,1046649927,0,1,1046650076,529806064,24,9,23200.0,12806.0,A1,0,0.1111111111111111
60949,10,9.0,141140,0,5200,36,12.3,1094085631,0,0,1094085295,159063994,24,9,8000.0,7270.0,A4,0,0.0
60950,8,10.0,401854,0,21300,60,20.95,1138841128,0,0,1260665347,784945129,24,9,16400.0,6314.0,C4,0,0.0
60951,10,10.0,301647,0,5200,36,14.35,1128212327,0,0,1128213867,640224901,24,9,34300.0,22903.0,B2,0,0.0
60952,10,0.0,341754,0,10400,36,12.5,1217635626,1,0,1300579767,727145532,24,9,11800.0,1525.0,B0,0,0.0
60953,9,5.0,101013,0,1800,36,14.05,1230855241,0,0,1230856352,671848087,24,9,15300.0,6596.0,B1,0,0.0
60954,10,2.0,522082,0,7200,36,13.85,1101948284,0,1,1127868268,542937710,24,9,10600.0,6189.0,B0,0,0.1111111111111111
60955,8,10.0,321696,0,11050,36,5.35,1207095502,0,1,1248569981,734919662,24,9,23500.0,7210.0,A0,0,0.1111111111111111
60956,8,1.0,361789,0,5200,36,6.25,1165017712,0,1,1170202316,750732637,24,9,9300.0,4793.0,A1,0,0.1111111111111111
60957,10,10.0,171203,2,21300,36,12.95,1094085953,0,1,1125189119,527214860,22,8,19800.0,14600.0,A5,0,0.125
60958,6,Unknown,461967,0,23000,36,11.55,1196642945,0,1,1209603528,537756974,22,8,31900.0,21430.0,A5,1,0.125
60959,7,10.0,301643,0,26100,60,9.45,1136161055,0,0,1242432341,177467865,22,8,11700.0,9500.0,A3,0,0.0
60960,6,Unknown,311685,2,5200,36,12.45,1138838715,0,1,1203638797,322016268,22,8,6500.0,1807.0,B0,1,0.125
60961,6,5.0,311673,1,29900,36,9.95,1159749654,0,1,1198629353,332556176,22,8,31600.0,19035.0,A4,0,0.125
60962,7,10.0,281583,1,13050,36,5.3,1214959680,0,0,1225325673,469413202,22,8,27100.0,11856.0,A0,0,0.0
60963,10,4.0,291611,1,5200,36,14.65,1186099819,0,1,1186100218,579745183,19,7,12600.0,5579.0,B2,0,0.14285714285714285
60964,7,3.0,101019,1,11050,36,10.45,1130892001,0,1,1180139089,656036430,19,7,9700.0,6429.0,A4,0,0.14285714285714285
60965,8,2.0,201323,1,7200,36,11.4,1167696709,0,1,1167697207,871689811,19,7,15700.0,11791.0,A5,0,0.14285714285714285
60966,8,0.0,361798,0,21300,60,10.25,1122943186,0,0,1122942339,711248331,19,7,67300.0,26292.0,A3,0,0.0
60967,6,Unknown,131118,2,3700,36,14.15,1212367223,0,0,1303087738,679709356,19,7,11900.0,217.0,B1,1,0.0
60968,9,9.0,181247,0,1800,36,7.2,1128213326,0,0,1128214151,700704281,19,7,11000.0,5720.0,A1,0,0.0
60969,10,6.0,311662,1,33050,36,21.3,1078186194,0,0,1171500255,542937779,19,7,900.0,638.0,C3,0,0.0
60970,8,0.0,231394,1,1800,36,12.7,1154479760,0,0,1154478892,774319139,19,7,4700.0,2051.0,B1,0,0.0
60971,8,10.0,181243,1,10400,36,14.0,1149206823,0,1,1156984293,477361577,19,7,10600.0,9431.0,B2,0,0.14285714285714285
60972,10,10.0,181250,1,16500,60,22.1,1088727758,0,0,1192409248,595643925,19,7,15200.0,8372.0,C4,0,0.0
60973,7,4.0,301652,0,5950,36,7.95,1170376475,0,0,1170377198,661306525,19,7,18700.0,8081.0,A2,0,0.0
60974,8,10.0,391836,0,25500,36,5.35,1162428214,0,0,1162426119,56508325,19,7,45400.0,38841.0,A0,0,0.0
60975,8,10.0,251513,0,5950,36,17.85,1188777662,0,0,1188781082,532483675,19,7,43200.0,42288.0,B3,0,0.0
60976,7,1.0,201325,0,7600,36,19.05,1096678219,0,1,1132964200,745459294,19,7,12000.0,4977.0,B4,0,0.14285714285714285
60977,8,2.0,371807,0,10400,36,21.55,1217637395,0,0,1217636627,840154426,19,7,16700.0,13381.0,B5,0,0.0
60978,8,2.0,331714,0,7200,36,6.2,1159749917,0,0,1159747366,685065783,26,11,31200.0,20618.0,A1,0,0.0
60979,6,4.0,421903,0,33050,36,11.05,1141258502,0,0,1200876153,516588595,26,11,14800.0,14116.0,A4,0,0.0
60980,9,10.0,171195,0,11050,36,21.9,1235952655,0,0,1259281024,911176989,26,11,22700.0,9964.0,B5,0,0.0
60981,10,10.0,291605,0,5200,36,11.35,1194050529,0,0,1194050026,566700038,26,11,30600.0,16083.0,A4,0,0.0
60982,10,0.0,171203,2,5200,36,18.75,1080867116,0,0,1091234732,482458099,26,11,13100.0,4648.0,B4,0,0.0
60983,10,10.0,181260,2,16500,60,15.85,1083456279,0,0,1130114971,766455622,26,11,19800.0,14136.0,B1,0,0.0
60984,7,6.0,311679,0,15950,36,15.7,1104624775,0,0,1151282847,897956408,26,11,12500.0,9192.0,B2,0,0.0
60985,6,9.0,241456,0,9850,36,13.0,1109722070,0,1,1184890353,400982557,26,11,8100.0,2092.0,A5,0,0.09090909090909091
60986,7,4.0,401851,2,5300,36,15.3,1162425868,0,0,1245371499,619230128,26,11,800.0,734.0,B3,0,0.0
60987,10,2.0,101009,2,20900,60,21.45,1222906995,1,0,1321402854,613959172,26,11,12200.0,10487.0,B5,0,0.0
60988,7,8.0,161182,0,17500,60,18.05,1112400466,0,1,1112403089,737513177,26,11,27800.0,20116.0,B4,0,0.09090909090909091
60989,10,8.0,311661,1,21300,60,21.5,1091404864,0,0,1213230974,711246343,26,11,8700.0,6322.0,C3,0,0.0
60990,6,2.0,191312,0,21300,60,21.65,1143937484,0,1,1216513192,808620742,26,11,18600.0,13461.0,C5,0,0.09090909090909091
60991,8,10.0,181242,0,11050,60,8.95,1188780052,0,0,1328746052,787537712,26,11,72500.0,1594.0,A3,0,0.0
60992,7,9.0,281584,0,10400,36,9.7,1165018502,0,0,1165017677,561428557,26,11,38500.0,31274.0,A4,0,0.0
60993,9,8.0,181236,0,10400,36,6.95,1141260810,0,1,1216426555,795401891,26,11,41100.0,2299.0,A2,0,0.09090909090909091
60994,8,10.0,291609,1,15950,36,14.6,1104626768,0,0,1109810098,732240340,10,8,22800.0,15483.0,B1,0,0.0
60995,10,1.0,231396,1,5200,36,8.0,930960520,0,1,1006130753,466733490,10,8,34400.0,547.0,A1,0,0.125
60996,6,5.0,231401,1,10400,36,12.05,1172883399,0,1,1211761347,1005869453,10,8,20900.0,6364.0,B0,0,0.125
60997,9,3.0,201322,1,7800,36,6.85,1151800430,0,0,1151801136,72231907,10,8,24400.0,9017.0,A1,0,0.0
60998,9,10.0,191312,2,5200,36,11.95,1162427136,0,0,1219449998,784947232,10,8,27100.0,2245.0,B0,0,0.0
60999,8,5.0,401864,1,11050,36,10.95,1162427460,0,0,1162425714,561428906,10,8,24400.0,13117.0,A4,0,0.0
61000,6,10.0,141135,0,7000,36,9.45,1130892813,0,1,1130891810,719195555,10,8,11800.0,7760.0,A3,0,0.125
61001,8,3.0,411882,1,23000,36,12.6,1165021007,0,0,1167612715,882232016,10,8,24300.0,23580.0,B1,0,0.0
61002,7,2.0,231392,1,10400,36,10.8,1230855208,0,1,1261961822,1076976862,10,8,25400.0,7270.0,A4,0,0.125
61003,8,10.0,291619,1,11050,36,8.25,1157157510,0,0,1193446488,876961986,10,8,19200.0,7753.0,A3,0,0.0
61004,8,9.0,311662,0,10400,36,17.05,1188780190,0,0,1212109039,945388910,10,8,23100.0,7986.0,B3,0,0.0
61005,10,3.0,421894,0,26100,36,19.2,1096677171,0,1,1135556594,329964121,10,8,35700.0,16634.0,B4,0,0.125
61006,7,10.0,441921,0,1800,36,11.4,1183421383,0,1,1183424076,645497177,10,8,13800.0,4991.0,A5,0,0.125
61007,6,10.0,101028,1,10400,36,13.35,1146530874,0,1,1195777557,816568000,10,8,15700.0,5399.0,B1,0,0.125
61008,8,6.0,241451,0,11050,36,8.15,1194049236,0,1,1194048385,69553711,10,8,24900.0,18812.0,A3,0,0.125
61009,6,Unknown,201327,1,15950,60,17.8,1143939280,0,0,1281314516,856053551,10,8,24200.0,2803.0,B5,1,0.0
61010,10,5.0,181263,2,29900,60,22.25,1094084378,0,1,1132963665,311648244,19,12,27000.0,25534.0,C4,0,0.08333333333333333
61011,10,2.0,181230,2,7200,36,15.35,1038787499,0,0,1038787849,724466306,19,12,13400.0,10958.0,B2,0,0.0
61012,7,8.0,231394,0,5950,36,7.95,1107302757,0,0,1135814532,742781229,19,12,6200.0,4421.0,A2,0,0.0
61013,6,Unknown,311667,0,5200,36,6.65,1230855076,0,0,1230854513,866420219,19,12,30500.0,6204.0,A1,1,0.0
61014,10,3.0,421897,0,5200,36,11.9,1220316539,0,0,1220314299,429928555,19,12,39000.0,27647.0,A5,0,0.0
61015,6,10.0,101043,1,7000,36,20.15,1186100379,0,0,1199060071,795401123,19,12,16100.0,6308.0,B4,0,0.0
61016,9,8.0,141136,0,26100,36,7.4,1167698901,0,0,1167697592,542937776,19,12,52100.0,33077.0,A2,0,0.0
61017,9,10.0,141133,1,7000,36,13.6,1207094847,0,0,1207095316,821836924,19,12,30400.0,14915.0,B1,0,0.0
61018,8,10.0,181259,0,2850,36,7.1,1220315538,0,0,1220313882,214274251,19,12,33200.0,10759.0,A1,0,0.0
61019,8,10.0,181241,1,15350,36,6.05,1128213859,0,0,1128214320,627179641,19,12,36900.0,18633.0,A0,0,0.0
61020,10,5.0,411883,1,11050,36,7.15,1120265172,0,0,1156551672,842834109,19,12,10100.0,7674.0,A1,0,0.0
61021,10,2.0,181228,1,25500,36,19.1,1120264446,0,0,1120265668,569379150,15,6,34000.0,33226.0,C1,0,0.0
61022,7,10.0,181236,0,11050,36,8.25,1194049761,0,1,1194051420,329962824,15,6,23300.0,18394.0,A3,0,0.16666666666666666
61023,8,10.0,141132,2,3700,36,6.45,1130890700,0,0,1130890131,713923209,15,6,29300.0,5061.0,A1,0,0.0
61024,6,Unknown,311663,2,11050,60,15.1,1230856125,0,1,1383782661,813890783,15,6,6900.0,480.0,B2,1,0.16666666666666666
61025,7,10.0,271560,1,10400,36,13.4,1120262553,0,0,1156550592,466734451,15,6,9600.0,6586.0,B1,0,0.0
61026,6,Unknown,321696,1,2850,36,15.65,1151800181,0,0,1151799434,209005176,15,6,10800.0,3987.0,B3,1,0.0
61027,6,10.0,231401,1,5950,36,17.85,1204416795,0,1,1222562647,853372995,15,6,14000.0,5111.0,B3,0,0.16666666666666666
61028,7,7.0,291614,1,2850,36,12.65,1214957853,0,0,1214958930,1039997212,15,6,14800.0,8819.0,B0,0,0.0
61029,9,7.0,311685,0,10400,36,7.85,1146531427,0,0,1146528139,776995307,15,6,19800.0,10315.0,A2,0,0.0
61030,8,10.0,401852,1,33050,60,22.6,1186101395,0,1,1307925075,895277009,15,6,25600.0,11509.0,C1,0,0.16666666666666666
61031,9,10.0,141133,2,5200,36,9.1,1159748143,0,0,1159748734,682387576,24,13,29900.0,16904.0,A3,0,0.0
61032,9,7.0,181242,0,10400,36,15.6,1099354252,0,1,1099353647,861150223,24,13,19900.0,11871.0,B1,0,0.07692307692307693
61033,6,4.0,231396,1,15950,60,13.75,1136163373,0,0,1136162650,895277180,24,13,40900.0,20862.0,B1,0,0.0
61034,8,10.0,321693,0,2850,36,13.95,1204418584,0,0,1204416555,658714563,24,13,26000.0,19525.0,B1,0,0.0
61035,10,0.0,321691,1,23000,36,6.05,1107305423,0,1,1112488001,821840243,24,13,38100.0,23218.0,A0,0,0.07692307692307693
61036,8,0.0,181231,1,13050,36,12.5,1130890209,0,0,1130892048,861150034,24,13,26300.0,14468.0,B0,0,0.0
61037,10,3.0,311662,1,11050,36,14.35,1130889862,0,0,1130892583,487729046,24,13,25200.0,12645.0,B2,0,0.0
61038,10,1.0,311663,0,5200,36,11.45,1196642579,0,0,1196640127,437877522,24,13,19800.0,15830.0,A4,0,0.0
61039,10,3.0,181232,0,26100,60,12.45,1125622539,0,0,1250035459,713925873,24,13,10100.0,6754.0,A5,0,0.0
61040,10,10.0,542138,0,11050,36,7.75,1120265476,0,0,1120264881,711247062,24,13,23200.0,16153.0,A2,0,0.0
61041,8,10.0,361784,0,21300,60,11.55,1159749190,0,0,1159749836,393036563,24,13,71500.0,22282.0,A5,0,0.0
61042,10,10.0,121080,0,15350,36,9.15,1117673278,0,0,1117672653,642818212,24,13,25400.0,19478.0,A3,0,0.0
61043,8,7.0,311661,1,10400,60,17.75,1146528328,0,1,1151715431,845425658,24,13,22500.0,9855.0,B5,0,0.07692307692307693
61044,10,3.0,311667,0,33050,60,23.4,1062549138,0,1,1070324899,656035509,24,13,43000.0,34369.0,D3,0,0.07692307692307693
61045,8,10.0,532105,0,26100,60,25.7,1194049717,0,0,1227744350,251078814,24,13,42300.0,22158.0,C4,0,0.0
61046,7,7.0,181240,0,5200,36,7.95,1175558979,0,0,1175561204,682389374,24,13,13000.0,12675.0,A2,0,0.0
61047,7,10.0,261532,1,12950,36,7.2,1209687225,0,0,1230424524,590372891,24,13,41500.0,11201.0,A1,0,0.0
61048,10,2.0,401860,1,10400,36,9.65,1094085114,0,0,1164067652,792892895,16,11,22700.0,3013.0,A3,0,0.0
61049,8,8.0,482003,1,5950,36,11.55,1151800887,0,0,1151801112,758680822,16,11,57900.0,26168.0,A5,0,0.0
61050,10,0.0,231391,1,10400,36,17.85,1067818728,0,0,1067817884,819160976,16,11,24600.0,21101.0,B3,0,0.0
61051,8,5.0,341747,1,10400,36,15.75,1122944146,0,1,1156639867,763776727,16,11,9000.0,7095.0,B3,0,0.09090909090909091
61052,8,2.0,471982,0,10400,36,11.55,1157156534,0,1,1196037208,853373209,16,11,22600.0,6482.0,A5,0,0.09090909090909091
61053,10,3.0,101010,1,11050,36,10.55,1022979270,0,1,1059266747,819159933,16,11,26100.0,8089.0,A3,0,0.09090909090909091
61054,8,8.0,331715,0,11050,36,11.1,1183421561,0,0,1186016359,535076343,16,11,32200.0,11940.0,A4,0,0.0
61055,6,Unknown,131112,2,10400,36,14.5,1172882358,0,0,1198801338,798078922,16,11,17000.0,7805.0,B2,1,0.0
61056,10,0.0,221375,1,11050,60,16.9,1122944321,0,0,1224029048,816569626,16,11,20400.0,5551.0,B4,0,0.0
61057,7,1.0,131102,0,5300,36,13.55,1167699325,0,0,1167699325,858472419,16,11,11800.0,8435.0,B1,0,0.0
61058,10,1.0,341747,0,10400,36,10.3,1225586021,0,1,1225584069,945390737,16,11,14000.0,12430.0,A4,0,0.09090909090909091
61059,9,10.0,241457,1,3700,36,13.25,1114993274,0,1,1114992132,805940805,16,11,11300.0,4956.0,B1,0,0.09090909090909091
61060,6,10.0,181261,0,13200,36,14.35,1175558963,0,0,1201479398,776996012,16,11,14900.0,11308.0,B2,0,0.0
61061,9,10.0,231402,2,11050,36,7.2,1154477656,0,1,1154480059,745459228,27,11,32100.0,18838.0,A2,0,0.09090909090909091
61062,8,1.0,231396,1,15350,60,20.1,1199319637,0,0,1230425939,658715665,27,11,18100.0,13192.0,B4,0,0.0
61063,10,10.0,241466,0,23000,36,10.55,1088728857,0,1,1112055734,403577381,27,11,36300.0,18905.0,A3,0,0.09090909090909091
61064,10,10.0,201322,2,10400,36,14.95,1212366216,0,0,1233103384,866422094,27,11,13900.0,8182.0,B2,0,0.0
61065,6,6.0,401860,0,21300,36,12.0,1180830380,0,0,1248222661,374719969,27,11,21300.0,6637.0,B0,0,0.0
61066,9,10.0,321693,1,10050,36,12.65,1157156332,0,0,1157158291,763778304,27,11,22100.0,14852.0,B1,0,0.0
61067,9,4.0,181264,1,5950,36,12.1,1104626098,0,0,1104627131,740190771,27,11,13900.0,10847.0,A4,0,0.0
61068,10,1.0,171193,0,16500,60,29.35,1201998259,0,0,1248655102,566700771,27,11,28600.0,15176.0,D2,0,0.0
61069,8,10.0,241455,0,33050,36,13.4,1138841466,0,1,1211416552,416710137,27,11,32100.0,9659.0,B1,0,0.09090909090909091
61070,10,3.0,201322,0,11050,60,10.05,1007252876,0,0,1007254272,390356433,27,11,42700.0,23378.0,A4,0,0.0
61071,8,4.0,401853,0,16500,36,7.5,1259715445,0,1,1277858893,674440888,27,11,86100.0,14981.0,A1,0,0.09090909090909091
61072,9,6.0,532106,0,23000,60,10.9,1159748634,0,0,1278981794,805941098,27,11,23900.0,6884.0,A4,0,0.0
61073,10,10.0,231416,1,7200,36,7.85,1044144634,0,0,1044144770,635126890,27,11,32000.0,19057.0,A2,0,0.0
61074,8,8.0,341749,2,29900,36,13.9,1241224996,0,0,1241222950,740191936,27,11,92700.0,63940.0,B1,0,0.0
61075,8,10.0,421894,0,7600,36,11.9,1214957682,1,0,1261614692,984701075,16,6,12300.0,3925.0,A5,0,0.0
61076,6,2.0,341741,0,10400,36,10.45,1183422307,0,0,1183421110,808620954,16,6,,3.0,A4,0,0.0
61077,8,8.0,181239,0,15350,36,12.85,1180831252,0,0,1255997162,874369266,16,6,19300.0,3489.0,B0,0,0.0
61078,10,10.0,271558,2,5200,36,14.9,1194049533,0,0,1204418413,808621164,16,6,6000.0,4592.0,B2,0,0.0
61079,10,6.0,311676,1,7200,36,7.4,1172883503,0,0,1172880229,516587480,16,6,32400.0,10530.0,A2,0,0.0
61080,10,5.0,311680,0,7200,36,12.25,1054600687,0,0,1054599036,805940737,16,6,18200.0,15082.0,A4,0,0.0
61081,7,4.0,201324,1,26100,60,17.3,1170375354,0,0,1284425661,624501701,16,6,11600.0,9169.0,B4,0,0.0
61082,6,Unknown,191292,1,15350,36,8.1,1151799529,0,0,1211417012,600913972,16,6,9900.0,6163.0,A3,1,0.0
61083,7,5.0,131102,0,2850,36,8.25,1130890654,0,0,1180140940,553480335,16,6,5300.0,1508.0,A2,0,0.0
61084,9,7.0,311662,1,9850,36,11.95,1107305068,0,0,1109897577,695607395,16,6,10000.0,8992.0,A4,0,0.0
61085,7,7.0,181243,1,7000,36,9.95,1222906150,0,0,1300667019,976927718,16,6,12300.0,1369.0,A3,0,0.0
61086,8,1.0,141135,2,33050,60,12.2,1154479176,0,0,1154479898,674438542,16,6,55000.0,41460.0,B0,0,0.0
61087,9,1.0,221381,1,10400,36,12.55,1128213837,0,1,1141171930,669169614,16,6,9100.0,8988.0,A5,0,0.16666666666666666
61088,10,10.0,181239,2,2850,36,12.05,1222909099,0,0,1235866349,869011486,16,6,4600.0,2707.0,A5,0,0.0
61089,10,10.0,361789,2,15350,60,11.1,1015030128,0,0,1154996708,503541018,16,6,25100.0,2104.0,A5,0,0.0
61090,10,2.0,181261,1,21300,60,18.35,1136160714,0,0,1224288408,624502403,22,13,11100.0,11019.0,C1,0,0.0
61091,10,1.0,401853,1,29900,60,25.65,1094086551,0,0,1210725385,908496515,22,13,19700.0,11984.0,E1,0,0.0
61092,9,10.0,181253,0,13050,36,6.55,1130890708,0,0,1130890466,424657439,22,13,37700.0,23444.0,A1,0,0.0
61093,8,10.0,291603,0,11050,36,12.7,1183423363,0,0,1183421265,840156968,22,13,38200.0,19523.0,B0,0,0.0
61094,5,6.0,101031,0,21300,36,9.5,1183423011,0,0,1196383089,448245954,22,13,29900.0,17698.0,A3,0,0.0
61095,9,5.0,321701,1,33050,60,18.35,1143936810,0,0,1281313621,842834312,22,13,8100.0,6344.0,C1,0,0.0
61096,10,4.0,311684,1,7200,36,11.0,1107305665,0,1,1107302973,900549305,22,13,16700.0,9498.0,A3,0,0.07692307692307693
61097,10,0.0,522084,1,10400,36,12.5,1128211618,0,0,1128214019,774317396,22,13,19700.0,12483.0,A5,0,0.0
61098,10,9.0,201326,0,25500,60,12.0,1086135720,0,0,1153529217,656038554,25,13,50900.0,18164.0,A4,0,0.0
61099,8,10.0,101005,0,21300,60,18.4,1154479984,0,0,1198541799,795399882,25,13,34400.0,16189.0,C1,0,0.0
61100,10,0.0,421891,0,25500,36,7.2,1120265893,0,1,1133225132,590371616,25,13,57500.0,24703.0,A1,0,0.07692307692307693
61101,8,0.0,131118,1,16500,60,14.2,1162427661,0,0,1260925121,566699710,25,13,28000.0,8389.0,B2,0,0.0
61102,9,10.0,241456,0,33050,36,14.55,1112402583,0,0,1112403549,700707047,25,13,61300.0,47189.0,B1,0,0.0
61103,10,10.0,401852,0,9850,36,5.35,1170376333,0,0,1170375217,285294126,25,13,133800.0,24203.0,A0,0,0.0
61104,6,Unknown,361787,1,11050,36,12.4,1149208382,0,0,1177720657,784944851,25,13,17800.0,8791.0,B0,1,0.0
61105,10,3.0,171193,0,33050,36,14.15,1109724443,0,0,1109724728,540434546,25,13,157300.0,57551.0,B1,0,0.0
61106,6,10.0,522082,0,7200,36,14.1,1180830372,0,0,1180832107,561428867,26,10,31000.0,29227.0,B1,0,0.0
61107,6,3.0,231392,2,10400,60,12.8,1104624133,0,0,1114992958,280024298,26,10,33300.0,9558.0,A4,0,0.0
61108,10,1.0,241455,1,10400,36,14.3,1133483205,0,0,1133483859,758678575,26,10,14500.0,14187.0,B2,0,0.0
61109,9,2.0,321705,1,11050,60,30.6,1220314847,0,0,1308442500,876960484,26,10,7700.0,7487.0,D4,0,0.0
61110,8,4.0,301644,0,11050,36,7.45,1165018652,0,1,1196123774,606013043,26,10,25300.0,8490.0,A2,0,0.1
61111,9,5.0,301646,0,7200,36,7.85,1162427279,0,0,1229821044,871692593,26,10,16600.0,2601.0,A2,0,0.0
61112,6,4.0,231403,1,15350,60,22.55,1254443343,0,0,1332202271,721872183,26,10,17200.0,9593.0,B5,0,0.0
61113,10,0.0,311682,1,15350,36,17.1,1059870532,0,1,1090975197,703383668,26,10,14500.0,10964.0,B2,0,0.1
61114,7,6.0,311674,1,5200,36,12.95,1128212462,0,0,1128211375,871689698,9,5,18500.0,5599.0,B0,0,0.0
61115,10,10.0,231401,1,15950,36,10.45,1235952715,0,0,1298163318,863742000,9,5,8800.0,6311.0,A4,0,0.0
61116,10,10.0,271565,1,16500,36,9.45,1212365720,0,0,1269392170,890008793,9,5,9700.0,7820.0,A3,0,0.0
61117,9,1.0,311683,1,5950,36,11.45,1178151228,0,1,1178153162,679710289,9,5,17900.0,14105.0,A5,0,0.2
61118,6,10.0,231397,1,15950,36,7.45,1170375887,0,1,1185926979,945391367,9,5,16300.0,13739.0,A2,0,0.2
61119,7,10.0,482003,1,7200,36,15.05,1130890897,0,1,1141260155,487728151,9,5,9900.0,7351.0,B2,0,0.2
61120,8,1.0,221378,1,11050,36,9.2,1162425963,0,1,1162425866,692931227,9,5,27400.0,21551.0,A3,0,0.2
61121,10,8.0,131103,0,9850,36,14.25,1107303548,0,0,1107305998,748140411,9,5,11200.0,9347.0,B1,0,0.0
61122,10,3.0,191293,1,7800,60,11.25,999389915,0,0,1128988960,753410581,9,5,7600.0,1621.0,A4,0,0.0
61123,10,7.0,331715,1,3700,36,15.25,1051923167,0,0,1051923529,713925247,9,5,7900.0,4489.0,B1,0,0.0
