feature,importance,fold,seed
zip_code,2.150926428028325,5,3407
residence,2.13964557655784,5,3407
loan,1.6877005807856291,5,3407
term,4.081151151590601,5,3407
interest_rate,12.245301514915518,5,3407
issue_time,3.715224598949733,5,3407
syndicated,0.0,5,3407
installment,0.22415566678987886,5,3407
record_time,2.8684274092274973,5,3407
history_time,1.2713889612371692,5,3407
total_accounts,1.7697563281710853,5,3407
balance_accounts,6.322059862381303,5,3407
balance_limit,1.6220745296764636,5,3407
balance,2.940028184197783,5,3407
level,4.483481476287449,5,3407
txn_count,0.19726548538424277,5,3407
first_txn,0.40284604727081674,5,3407
last_txn,0.25329817953443945,5,3407
amt_sum,0.15143160493039037,5,3407
amt_mean,0.19673554711087488,5,3407
amt_std,0.4427493293788162,5,3407
amt_min,4.706624719221866,5,3407
amt_max,0.5570134975226495,5,3407
amt_median,0.255279225839597,5,3407
in_amt_sum,0.3264547232765255,5,3407
in_amt_mean,1.3369942029080226,5,3407
in_amt_std,0.9880449436313049,5,3407
in_amt_min,0.9318202114067266,5,3407
in_amt_max,0.5847005305948403,5,3407
in_amt_median,0.4082282564181698,5,3407
out_amt_sum,0.3971102107321646,5,3407
out_amt_mean,0.3276860319927003,5,3407
out_amt_std,0.6269486621693281,5,3407
out_amt_min,0.5932381573534506,5,3407
out_amt_max,0.539531735309332,5,3407
out_amt_median,0.9903924023639683,5,3407
active_days,0.010089481945971005,5,3407
txn_intensity_per_day,0.20268265049448825,5,3407
txn_count_30d,0.2482336720854556,5,3407
amt_30d_sum,0.16247840759485987,5,3407
amt_30d_mean,0.0661684059288528,5,3407
amt_30d_std,0.3138732412008344,5,3407
amt_30d_median,0.38596155965558765,5,3407
txn_count_60d,0.19907755546877928,5,3407
amt_60d_sum,0.17903960824900714,5,3407
amt_60d_mean,0.07451032535767739,5,3407
amt_60d_std,0.40748795839793844,5,3407
amt_60d_median,0.42138419850546244,5,3407
txn_count_90d,0.23785788906726085,5,3407
amt_90d_sum,0.2290545958874906,5,3407
amt_90d_mean,0.14334646595377956,5,3407
amt_90d_std,0.3020479674244033,5,3407
amt_90d_median,0.2337949307865566,5,3407
txn_count_180d,0.23926930133083363,5,3407
amt_180d_sum,0.12988920817718266,5,3407
amt_180d_mean,0.3052507952498318,5,3407
amt_180d_std,0.4340128384282196,5,3407
amt_180d_median,0.39774425590494333,5,3407
txn_count_365d,0.18752885454614085,5,3407
amt_365d_sum,0.15875302603497352,5,3407
amt_365d_mean,0.10976034825505138,5,3407
amt_365d_std,0.4441524555483523,5,3407
amt_365d_median,0.3356693699245666,5,3407
ratio_in_to_out,0.3225674609133653,5,3407
ratio_amt_mean_to_std,1.566803602098972,5,3407
ratio_txn_30d_to_all,0.006100284158471974,5,3407
ratio_amt_30d_to_all,0.013594491178021514,5,3407
ratio__history_time__over__record_time,1.8216500886259688,5,3407
ratio__history_time__over__issue_time,1.5158036622741995,5,3407
ratio__history_time__over__zip_code,0.95112144240217,5,3407
ratio__history_time__over__balance_limit,0.8509147436411114,5,3407
ratio__history_time__over__amt_30d_sum,0.2829737023354811,5,3407
ratio__history_time__over__amt_180d_sum,0.04613505250329977,5,3407
ratio__history_time__over__amt_365d_sum,0.19577872624811782,5,3407
ratio__history_time__over__amt_sum,0.19109233111160606,5,3407
ratio__history_time__over__amt_90d_sum,0.17793047389605626,5,3407
ratio__history_time__over__amt_60d_sum,0.10803150917356068,5,3407
ratio__history_time__over__out_amt_sum,0.4390556544184631,5,3407
ratio__record_time__over__issue_time,1.7509789301704304,5,3407
ratio__record_time__over__zip_code,1.7183123579848933,5,3407
ratio__record_time__over__balance_limit,1.3998739854140352,5,3407
ratio__record_time__over__amt_30d_sum,0.14885493679225145,5,3407
ratio__record_time__over__amt_180d_sum,0.21541653115983975,5,3407
ratio__record_time__over__amt_365d_sum,0.11639005517231404,5,3407
ratio__record_time__over__amt_sum,0.06679539308194374,5,3407
ratio__record_time__over__amt_90d_sum,0.334842442367881,5,3407
ratio__record_time__over__amt_60d_sum,0.09892303413875815,5,3407
ratio__record_time__over__out_amt_sum,0.23096147858666827,5,3407
ratio__issue_time__over__zip_code,2.307462403115768,5,3407
ratio__issue_time__over__balance_limit,1.4067320263692282,5,3407
ratio__issue_time__over__amt_30d_sum,0.0666464047126664,5,3407
ratio__issue_time__over__amt_180d_sum,0.1693485533432197,5,3407
ratio__issue_time__over__amt_365d_sum,0.13733903821402377,5,3407
ratio__issue_time__over__amt_sum,0.04487947514326346,5,3407
ratio__issue_time__over__amt_90d_sum,0.24367343541544895,5,3407
ratio__issue_time__over__amt_60d_sum,0.197040239837782,5,3407
ratio__issue_time__over__out_amt_sum,0.35455340445477274,5,3407
ratio__zip_code__over__balance_limit,1.598961091166268,5,3407
ratio__zip_code__over__amt_30d_sum,0.13647347905270538,5,3407
ratio__zip_code__over__amt_180d_sum,0.1928450925683474,5,3407
ratio__zip_code__over__amt_365d_sum,0.2536950492191427,5,3407
ratio__zip_code__over__amt_sum,0.16965867739743928,5,3407
ratio__zip_code__over__amt_90d_sum,0.15306006813300493,5,3407
ratio__zip_code__over__amt_60d_sum,0.24195337634349573,5,3407
ratio__zip_code__over__out_amt_sum,0.43468280767199957,5,3407
ratio__balance_limit__over__amt_30d_sum,0.07562254275469639,5,3407
ratio__balance_limit__over__amt_180d_sum,0.16049929899290102,5,3407
ratio__balance_limit__over__amt_365d_sum,0.18465627598902593,5,3407
ratio__balance_limit__over__amt_sum,0.13497022400925507,5,3407
ratio__balance_limit__over__amt_90d_sum,0.13753849231393675,5,3407
ratio__balance_limit__over__amt_60d_sum,0.07878452575745704,5,3407
ratio__balance_limit__over__out_amt_sum,0.4338985603374265,5,3407
ratio__amt_30d_sum__over__amt_180d_sum,0.0,5,3407
ratio__amt_30d_sum__over__amt_365d_sum,0.0,5,3407
ratio__amt_30d_sum__over__amt_sum,0.024510136601494398,5,3407
ratio__amt_30d_sum__over__amt_90d_sum,0.0,5,3407
ratio__amt_30d_sum__over__amt_60d_sum,0.0,5,3407
ratio__amt_30d_sum__over__out_amt_sum,0.3689842916491379,5,3407
ratio__amt_180d_sum__over__amt_365d_sum,0.01942778980413902,5,3407
ratio__amt_180d_sum__over__amt_sum,0.0,5,3407
ratio__amt_180d_sum__over__amt_90d_sum,0.0,5,3407
ratio__amt_180d_sum__over__amt_60d_sum,0.0,5,3407
ratio__amt_180d_sum__over__out_amt_sum,0.3008929695142061,5,3407
ratio__amt_365d_sum__over__amt_sum,0.006240558507598805,5,3407
ratio__amt_365d_sum__over__amt_90d_sum,0.0,5,3407
ratio__amt_365d_sum__over__amt_60d_sum,0.0,5,3407
ratio__amt_365d_sum__over__out_amt_sum,0.2810966394148181,5,3407
ratio__amt_sum__over__amt_90d_sum,0.0,5,3407
ratio__amt_sum__over__amt_60d_sum,0.0,5,3407
ratio__amt_sum__over__out_amt_sum,0.20266200254093547,5,3407
ratio__amt_90d_sum__over__amt_60d_sum,0.044906456172992354,5,3407
ratio__amt_90d_sum__over__out_amt_sum,0.4078105746376045,5,3407
ratio__amt_60d_sum__over__out_amt_sum,0.10055610646460328,5,3407
