id,title,career,zip_code,residence,loan,term,interest_rate,issue_time,syndicated,installment,record_time,history_time,total_accounts,balance_accounts,balance_limit,balance,level,label,career_isna,payment_to_balance
33335,0,1.0,602103,1,8000,12,16.75,1179446400,0,0,1145059200,1097452800,4.0,2.0,2604.0,1356.07,A3,1,0,0.0
33336,0,10.0,601603,1,9000,12,29.700000000000003,1131494400,0,0,1134518400,1047427200,6.0,5.0,4140.0,2914.56,B1,0,0,0.0
33337,0,10.0,601509,1,8000,12,12.7,1165104000,0,0,1113350400,1096848000,1.0,1.0,1096.0,770.15,A1,0,0,0.0
33338,0,10.0,602100,1,9000,12,30.0,1183248000,0,0,1149033600,1086825600,1.0,1.0,936.0,854.13,B1,0,0,0.0
33339,2,8.0,601908,0,7000,12,23.55,1170288000,0,0,1147996800,1072224000,1.0,1.0,1169.0,691.87,A2,0,0,0.0
33340,0,0.0,602808,2,10000,12,16.15,1157587200,0,0,1150070400,1058918400,5.0,2.0,1550.0,926.22,A4,0,0,0.0
33341,0,10.0,603001,1,10000,12,26.9,1161993600,0,0,1100995200,1074816000,4.0,2.0,1370.0,938.61,A1,1,0,0.0
33342,2,10.0,601310,1,8000,12,26.65,1144972800,0,0,1101427200,1093219200,1.0,1.0,1112.0,736.98,B3,1,0,0.0
33343,0,2.0,602006,1,7000,12,8.549999999999999,1166313600,0,0,1157241600,1070582400,1.0,1.0,1029.0,691.87,B4,0,0,0.0
33344,0,10.0,601903,2,9000,12,28.75,1149292800,0,0,1132963200,1006560000,11.0,5.0,4587.0,3234.52,B1,0,0,0.0
33345,0,10.0,602704,1,11000,12,20.55,1133654400,0,0,1150761600,1024358400,1.0,1.0,2200.0,1027.74,B1,0,0,0.0
33346,0,7.0,603010,1,8000,12,23.95,1168041600,0,0,1115683200,1093564800,3.0,2.0,1600.0,786.56,B0,0,0,0.0
33347,0,5.0,602010,1,1000,12,13.4,1180051200,0,0,1101340800,1022025600,1.0,1.0,102.0,92.12,B1,0,0,0.0
33348,0,10.0,601406,2,8000,12,18.9,1191369600,0,0,1110499200,1054512000,2.0,1.0,1424.0,739.63,A3,0,0,0.0
33349,0,8.0,602510,1,8000,12,22.85,1169424000,0,0,1135468800,1079481600,4.0,2.0,1064.0,736.98,A1,0,0,0.0
33350,0,0.0,601105,1,9000,12,26.8,1183939200,0,0,1126742400,1065657600,4.0,2.0,1768.0,1664.19,A0,0,0,0.0
33351,0,0.0,601510,1,10000,12,18.8,1186185600,0,0,1111363200,1066521600,2.0,1.0,1810.0,987.32,B2,0,0,0.0
33352,0,10.0,602909,1,7000,12,14.95,1146182400,0,0,1137369600,1054512000,2.0,1.0,1071.0,619.08,A3,0,0,0.0
33353,0,10.0,602201,1,10000,12,17.3,1135814400,0,0,1153008000,1047254400,9.0,4.0,1926.0,1763.77,A4,0,0,0.0
33354,2,Unknown,602306,1,7000,12,12.75,1159488000,0,0,1145836800,1087084800,1.0,1.0,924.0,691.87,B1,0,1,0.0
33355,0,3.0,602700,1,10000,12,17.7,1191715200,0,0,1124236800,1036368000,5.0,3.0,2376.0,1789.51,A5,0,0,0.0
33356,2,10.0,601701,2,9000,12,11.95,1137542400,0,0,1132617600,1071619200,2.0,1.0,1359.0,854.13,A2,0,0,0.0
33357,2,7.0,603002,1,8000,12,24.8,1183161600,0,0,1157673600,1060732800,4.0,4.0,4656.0,2307.28,A4,0,0,0.0
33358,0,10.0,601305,1,9000,12,6.699999999999999,1138492800,0,0,1124928000,1036281600,1.0,1.0,1179.0,882.41,B1,0,0,0.0
33359,2,10.0,601609,1,8000,12,13.4,1169510400,0,0,1154649600,1028937600,2.0,1.0,1200.0,770.15,B2,0,0,0.0
33360,0,1.0,602403,1,8000,12,30.6,1179619200,0,0,1156723200,1077840000,5.0,2.0,927.0,796.56,C2,0,0,0.0
33361,0,1.0,602807,1,9000,12,30.25,1160870400,0,0,1122681600,1015113600,1.0,1.0,1692.0,852.58,A4,1,0,0.0
33362,0,10.0,601201,1,7000,12,21.65,1178150400,0,0,1136246400,1055203200,1.0,1.0,1379.0,682.14,A5,0,0,0.0
33363,0,5.0,601309,1,13000,12,16.35,1141948800,0,0,1116547200,1038355200,6.0,3.0,1989.0,1210.68,A5,0,0,0.0
33364,0,10.0,602300,1,7000,12,20.55,1176422400,0,0,1135814400,1067731200,2.0,1.0,868.0,691.87,B2,0,0,0.0
33365,0,10.0,601608,1,10000,12,19.4,1143072000,0,0,1129593600,1094169600,1.0,1.0,1530.0,993.47,C3,1,0,0.0
33366,0,4.0,601500,2,9000,12,11.55,1157500800,0,0,1139788800,1048896000,9.0,4.0,4160.0,2501.8,A5,1,0,0.0
33367,0,7.0,602508,2,6000,12,24.4,1143331200,0,0,1124755200,1067385600,1.0,1.0,642.0,551.59,A4,0,0,0.0
33368,0,10.0,601507,1,5000,12,9.85,1177545600,0,0,1153699200,1061856000,1.0,1.0,835.0,477.93,A3,0,0,0.0
33369,2,Unknown,601704,1,9000,12,27.85,1181952000,0,0,1132185600,1095552000,4.0,2.0,927.0,868.98,C2,0,1,0.0
33370,0,2.0,602001,1,7000,12,15.65,1154736000,0,0,1126915200,1025913600,2.0,1.0,749.0,619.08,B2,0,0,0.0
33371,0,10.0,601110,1,8000,12,25.95,1183161600,0,0,1160611200,1073347200,5.0,2.0,2640.0,1572.43,B2,0,0,0.0
33372,0,9.0,602509,0,9000,12,5.6,1153526400,0,0,1102118400,1086652800,2.0,1.0,1359.0,884.81,C4,0,0,0.0
33373,0,4.0,601310,1,9000,12,8.049999999999999,1135123200,0,0,1133654400,1010188800,1.0,1.0,1062.0,818.57,A2,0,0,0.0
33374,0,4.0,601510,1,9000,12,5.5,1142812800,0,0,1141430400,1080864000,3.0,2.0,2006.0,1666.65,A3,0,0,0.0
33375,1,10.0,601308,1,9000,12,19.85,1191974400,0,0,1121644800,1014681600,1.0,1.0,1430.0,818.57,A4,0,0,0.0
33376,0,10.0,601503,2,8000,12,11.95,1148342400,0,0,1127347200,1087862400,1.0,1.0,1312.0,796.56,A3,0,0,0.0
33377,0,10.0,602809,1,8000,12,26.0,1164672000,0,0,1113523200,1085616000,2.0,1.0,808.0,787.14,A4,0,0,0.0
33378,1,7.0,602202,1,8000,12,22.5,1142726400,0,0,1112832000,1044316800,5.0,2.0,2067.0,1294.6,A5,0,0,0.0
33379,0,4.0,603008,1,10000,12,23.8,1153958400,0,0,1143676800,1068249600,2.0,2.0,2140.0,1955.12,A1,0,0,0.0
33380,0,10.0,601100,1,9000,12,5.85,1144368000,0,0,1123372800,1063238400,4.0,2.0,1647.0,801.26,B2,0,0,0.0
33381,0,Unknown,602203,1,8000,12,19.1,1162166400,0,0,1116633600,1020988800,2.0,1.0,1344.0,796.56,D4,0,1,0.0
33382,0,2.0,603002,1,8000,12,11.55,1154131200,0,0,1154217600,1006214400,4.0,4.0,3275.0,1730.82,A4,0,0,0.0
33383,0,0.0,601609,2,10000,12,21.85,1148774400,0,0,1136246400,1017446400,5.0,4.0,3425.0,2497.7,B2,0,0,0.0
33384,0,10.0,601602,1,11000,12,15.45,1135123200,0,0,1147564800,1092960000,15.0,5.0,5481.0,2861.7,A2,0,0,0.0
33385,0,10.0,603005,2,11000,12,16.9,1145232000,0,0,1149724800,1050537600,7.0,3.0,3705.0,1858.47,A1,1,0,0.0
33386,0,10.0,601203,1,8000,12,9.1,1181865600,0,0,1147737600,1029628800,2.0,1.0,800.0,796.56,B2,1,0,0.0
33387,2,10.0,601707,2,4000,12,6.799999999999999,1155686400,0,0,1122940800,1073088000,1.0,1.0,416.0,398.28,A0,0,0,0.0
33388,1,10.0,602404,2,7000,12,8.85,1144800000,0,0,1130803200,1074556800,5.0,2.0,1393.0,691.87,A4,0,0,0.0
33389,0,0.0,601804,1,7000,12,17.95,1154217600,0,0,1099612800,1020643200,4.0,2.0,2800.0,1383.74,B4,0,0,0.0
33390,0,6.0,602207,1,11000,12,28.200000000000003,1176163200,0,0,1117843200,1016323200,1.0,1.0,1859.0,1066.49,A3,1,0,0.0
33391,0,7.0,602010,1,7000,12,6.799999999999999,1164585600,0,0,1123632000,1026000000,1.0,1.0,1169.0,619.08,B1,0,0,0.0
33392,0,8.0,602809,1,11000,12,29.65,1170892800,0,0,1106870400,1030665600,9.0,4.0,4960.0,3021.35,A4,0,0,0.0
33393,0,10.0,602001,1,8000,12,23.0,1189641600,0,0,1157155200,1025049600,2.0,2.0,2205.0,1488.43,B3,0,0,0.0
33394,0,9.0,601309,1,10000,12,8.0,1157328000,0,0,1153612800,1041811200,15.0,5.0,5460.0,3462.22,A1,0,0,0.0
33395,0,10.0,603009,1,9000,12,14.25,1137715200,0,0,1149206400,1042502400,2.0,1.0,1053.0,818.57,C2,0,0,0.0
33396,0,10.0,602505,1,8000,12,12.4,1151539200,0,0,1119398400,1097366400,7.0,3.0,1744.0,1565.9,A3,1,0,0.0
33397,0,4.0,602905,1,9000,12,26.700000000000003,1167782400,0,0,1115251200,1094947200,13.0,6.0,4773.0,3637.49,B1,0,0,0.0
33398,0,3.0,602800,1,9000,12,28.25,1159142400,0,0,1114560000,1072137600,2.0,2.0,2112.0,1591.11,B3,0,0,0.0
33399,2,3.0,601406,1,7000,12,7.399999999999999,1143936000,0,0,1111795200,1042329600,2.0,1.0,938.0,694.95,B4,1,0,0.0
33400,0,10.0,601610,1,7000,12,9.7,1160956800,0,0,1126396800,1070841600,2.0,1.0,1050.0,691.87,B3,1,0,0.0
33401,0,2.0,602403,1,10000,12,24.65,1135728000,0,0,1116288000,1055462400,1.0,1.0,1580.0,940.08,B2,0,0,0.0
33402,0,9.0,601906,1,11000,12,27.25,1192838400,0,0,1105056000,1093305600,5.0,2.0,3620.0,1922.37,B2,1,0,0.0
33403,0,8.0,601306,1,9000,12,21.2,1157500800,0,0,1100476800,1060905600,6.0,3.0,3225.0,2444.02,A3,0,0,0.0
33404,2,8.0,602704,1,9000,12,28.9,1152230400,0,0,1102809600,1097107200,5.0,2.0,2235.0,1431.31,C4,0,0,0.0
33405,0,7.0,602701,1,9000,12,27.0,1181174400,0,0,1161216000,1078704000,5.0,3.0,2295.0,1650.69,B4,0,0,0.0
33406,0,10.0,601210,1,11000,12,16.15,1182988800,0,0,1154563200,1079654400,9.0,4.0,5586.0,3755.2,A4,0,0,0.0
33407,0,1.0,601107,2,11000,12,27.950000000000003,1144540800,0,0,1127520000,1099008000,1.0,1.0,1892.0,1003.53,B4,0,0,0.0
33408,0,10.0,601300,1,9000,12,10.9,1167350400,0,0,1129680000,1073952000,1.0,1.0,1539.0,871.65,B3,0,0,0.0
33409,0,10.0,601401,1,9000,12,18.3,1161907200,0,0,1136592000,1043798400,1.0,1.0,1016.0,882.41,A3,0,0,0.0
33410,0,10.0,603009,1,10000,12,12.75,1170115200,0,0,1146873600,1072742400,3.0,3.0,2668.0,1611.2,B1,0,0,0.0
33411,1,6.0,601910,2,12000,12,27.6,1178755200,0,0,1155427200,1068854400,5.0,2.0,3648.0,1833.24,B2,1,0,0.0
33412,0,10.0,602809,1,9000,12,23.75,1152144000,0,0,1151884800,1043971200,5.0,2.0,990.0,818.57,A3,0,0,0.0
33413,0,2.0,601706,1,6000,12,9.9,1180483200,0,0,1140566400,1009843200,1.0,1.0,1128.0,579.32,A3,0,0,0.0
33414,0,3.0,601409,1,6000,12,26.450000000000003,1192838400,0,0,1147219200,1014854400,2.0,2.0,684.0,559.09,B4,0,0,0.0
33415,0,10.0,602108,2,9000,12,9.5,1156377600,0,0,1160697600,1089504000,4.0,3.0,1674.0,818.57,A2,0,0,0.0
33416,1,4.0,601510,1,8000,12,19.2,1170028800,0,0,1150156800,1096934400,3.0,2.0,3000.0,1488.43,A0,0,0,0.0
33417,2,10.0,602301,1,9000,12,27.3,1146614400,0,0,1127174400,1030838400,5.0,2.0,1368.0,893.85,B2,0,0,0.0
33418,0,4.0,602201,1,10000,12,11.1,1163462400,0,0,1136851200,1086393600,4.0,4.0,4800.0,2350.52,B0,0,0,0.0
33419,0,10.0,601301,1,11000,12,14.95,1136678400,0,0,1138838400,1087084800,4.0,2.0,2244.0,2108.73,A2,0,0,0.0
33420,0,1.0,602709,1,10000,12,25.9,1157500800,0,0,1140220800,1045872000,1.0,1.0,1710.0,935.76,A2,0,0,0.0
33421,2,10.0,602607,1,8000,12,25.5,1147046400,0,0,1102809600,1057276800,1.0,1.0,1408.0,704.4,A2,0,0,0.0
33422,0,2.0,603001,1,10000,12,6.75,1138060800,0,0,1143849600,1012348800,6.0,3.0,2844.0,1787.29,B4,0,0,0.0
33423,2,4.0,601503,1,10000,12,22.15,1138838400,0,0,1111708800,1049846400,3.0,2.0,3348.0,1719.7,B2,0,0,0.0
33424,0,8.0,601800,0,10000,12,11.7,1154995200,0,0,1133222400,1082505600,6.0,3.0,3186.0,1719.21,A2,1,0,0.0
33425,0,10.0,601403,1,9000,12,22.45,1137974400,0,0,1141430400,1096329600,2.0,2.0,2832.0,1507.82,B1,0,0,0.0
33426,0,7.0,601704,1,8000,12,5.25,1184112000,0,0,1158537600,1067644800,3.0,2.0,2295.0,1475.89,A1,0,0,0.0
33427,0,0.0,601203,1,10000,12,5.75,1141862400,0,0,1114300800,1066521600,4.0,2.0,3020.0,1811.72,C3,0,0,0.0
33428,1,10.0,601208,1,9000,12,19.1,1152576000,0,0,1108252800,1082505600,6.0,4.0,4512.0,2307.0,B1,1,0,0.0
33429,3,10.0,602409,1,8000,12,8.35,1181001600,0,0,1106179200,1087171200,2.0,1.0,1224.0,770.15,A4,0,0,0.0
33430,0,8.0,602101,1,9000,12,23.7,1190160000,0,0,1107043200,1080518400,1.0,1.0,1053.0,837.5,A4,0,0,0.0
33431,0,2.0,601809,1,9000,12,16.15,1156636800,0,0,1147564800,1089590400,9.0,4.0,2780.0,1915.82,A3,1,0,0.0
33432,0,10.0,601907,1,9000,12,28.65,1184371200,0,0,1118880000,1038873600,3.0,3.0,4320.0,2321.1,A1,0,0,0.0
33433,0,10.0,602710,1,9000,12,22.65,1153440000,0,0,1142380800,1065657600,1.0,1.0,963.0,870.48,A0,0,0,0.0
33434,0,8.0,601700,1,9000,12,21.95,1171929600,0,0,1101859200,1029542400,3.0,3.0,1853.0,1603.46,A2,0,0,0.0
33435,0,10.0,602101,0,11000,12,17.6,1162080000,0,0,1155168000,1093046400,3.0,3.0,3654.0,2837.26,A3,0,0,0.0
33436,0,9.0,602208,1,9000,12,9.3,1132358400,0,0,1103068800,1084060800,7.0,3.0,2500.0,2403.85,A3,0,0,0.0
33437,0,1.0,601504,2,10000,12,8.399999999999999,1147132800,0,0,1105315200,1086307200,2.0,1.0,1819.0,987.32,A3,0,0,0.0
33438,2,1.0,602006,1,10000,12,28.25,1156896000,0,0,1104364800,1085702400,7.0,3.0,2516.0,1671.28,B5,1,0,0.0
33439,0,8.0,602202,1,9000,12,20.55,1183334400,0,0,1128124800,1040947200,8.0,4.0,4588.0,3029.14,A3,0,0,0.0
33440,1,3.0,602902,1,11000,12,6.199999999999999,1151971200,0,0,1133049600,1098921600,4.0,3.0,4920.0,2944.8,A3,1,0,0.0
33441,0,2.0,602802,1,9000,12,6.799999999999999,1186012800,0,0,1106870400,1066694400,5.0,2.0,2805.0,1690.97,B3,1,0,0.0
33442,0,10.0,601207,1,10000,12,23.9,1147478400,0,0,1152662400,1014076800,11.0,4.0,2376.0,1187.92,A3,0,0,0.0
33443,0,3.0,602610,1,8000,12,25.1,1140048000,0,0,1119312000,1095552000,1.0,1.0,936.0,770.15,B4,1,0,0.0
33444,2,5.0,601500,2,11000,12,14.05,1169942400,0,0,1131753600,1087430400,2.0,1.0,1122.0,1010.56,A5,0,0,0.0
33445,0,4.0,601306,1,12000,12,28.15,1157155200,0,0,1157155200,1039996800,9.0,4.0,4785.0,3272.19,B4,1,0,0.0
33446,0,Unknown,602400,1,11000,12,18.45,1147910400,0,0,1154131200,1076544000,4.0,2.0,2719.0,1936.73,A4,0,1,0.0
33447,0,1.0,601508,1,11000,12,9.35,1171152000,0,0,1136937600,1083024000,2.0,1.0,1144.0,1005.07,A5,0,0,0.0
33448,0,10.0,603007,2,8000,12,30.1,1157068800,0,0,1118620800,1039305600,5.0,3.0,3473.0,2264.25,A3,1,0,0.0
33449,0,1.0,601207,1,10000,12,21.7,1161388800,0,0,1126396800,1031616000,7.0,3.0,4800.0,2326.77,A3,0,0,0.0
33450,1,9.0,601203,1,10000,12,14.8,1156723200,0,0,1128297600,1072742400,5.0,2.0,2204.0,1869.72,B0,0,0,0.0
33451,2,10.0,602804,1,9000,12,18.25,1168732800,0,0,1102464000,1065225600,6.0,3.0,3500.0,1938.25,C5,0,0,0.0
33452,0,4.0,602700,1,11000,12,17.6,1148601600,0,0,1101427200,1073001600,4.0,4.0,3591.0,2685.02,B1,1,0,0.0
33453,0,7.0,602506,2,10000,12,29.450000000000003,1175990400,0,0,1161043200,1082332800,7.0,4.0,3389.0,2939.78,A5,0,0,0.0
33454,2,0.0,602810,1,9000,12,13.35,1140566400,0,0,1124841600,1080691200,5.0,2.0,2080.0,1564.68,A2,0,0,0.0
33455,0,8.0,602702,1,8000,12,28.950000000000003,1141171200,0,0,1136505600,1055203200,3.0,2.0,968.0,796.56,B1,0,0,0.0
33456,0,10.0,601709,1,9000,12,10.75,1173312000,0,0,1132617600,1095897600,4.0,2.0,2064.0,1574.48,A3,0,0,0.0
33457,0,10.0,601303,1,10000,12,19.0,1163635200,0,0,1129420800,1011916800,1.0,1.0,1680.0,955.91,A4,0,0,0.0
33458,0,3.0,602808,1,8000,12,14.55,1169078400,0,0,1110844800,1087776000,1.0,1.0,1504.0,796.56,A2,0,0,0.0
33459,0,Unknown,602000,2,9000,12,13.75,1181174400,0,0,1107216000,1011744000,11.0,4.0,4250.0,3324.65,B3,1,1,0.0
33460,0,4.0,602300,1,13000,12,29.950000000000003,1177459200,0,0,1116460800,1047427200,1.0,1.0,1885.0,1211.47,A0,0,0,0.0
33461,0,7.0,602307,1,6000,12,22.5,1171756800,0,0,1150329600,1023926400,1.0,1.0,630.0,588.27,B4,0,0,0.0
33462,0,10.0,601801,1,11000,12,5.5,1137801600,0,0,1127260800,1053993600,11.0,9.0,12285.0,6221.85,A2,0,0,0.0
33463,0,4.0,602010,1,8000,12,24.1,1192320000,0,0,1105315200,1036713600,1.0,1.0,1520.0,736.98,A5,0,0,0.0
33464,1,6.0,601401,1,9000,12,29.25,1146182400,0,0,1108252800,1060992000,7.0,4.0,5376.0,3169.34,A4,0,0,0.0
33465,0,9.0,601802,1,9000,12,22.15,1146960000,0,0,1123718400,1031788800,6.0,5.0,4433.0,3097.24,A4,0,0,0.0
33466,0,10.0,602108,2,9000,12,9.4,1149897600,0,0,1102550400,1046995200,1.0,1.0,1476.0,834.27,B2,0,0,0.0
33467,0,3.0,602504,2,8000,12,30.1,1177286400,0,0,1140566400,1080691200,6.0,3.0,2991.0,2166.44,A5,0,0,0.0
33468,1,7.0,602405,1,11000,12,5.75,1145059200,0,0,1118188800,1052524800,6.0,3.0,3942.0,2694.03,B4,0,0,0.0
33469,0,3.0,603008,1,7000,12,25.55,1189296000,0,0,1142812800,1014336000,2.0,1.0,910.0,691.14,A3,0,0,0.0
33470,1,10.0,601510,2,12000,12,24.1,1181001600,0,0,1130284800,1058140800,1.0,1.0,1992.0,1105.06,A1,1,0,0.0
33471,0,9.0,602903,1,11000,12,7.25,1164499200,0,0,1117843200,1077580800,10.0,4.0,4182.0,3312.98,A5,1,0,0.0
33472,2,0.0,602401,1,11000,12,30.4,1137974400,0,0,1120608000,1008288000,1.0,1.0,2023.0,1030.76,A1,0,0,0.0
33473,1,8.0,602809,0,10000,12,7.299999999999999,1178064000,0,0,1144108800,1031443200,5.0,2.0,2702.0,1658.12,A4,0,0,0.0
33474,2,10.0,602301,1,12000,12,26.35,1131580800,0,0,1128384000,1060387200,8.0,5.0,9593.0,5271.49,B4,1,0,0.0
33475,0,4.0,602701,1,9000,12,16.65,1136505600,0,0,1147219200,1057536000,4.0,2.0,1616.0,1529.37,A4,0,0,0.0
33476,0,Unknown,601708,2,10000,12,30.200000000000003,1158192000,0,0,1131667200,1006473600,1.0,1.0,1110.0,916.45,B0,0,1,0.0
33477,0,1.0,602206,1,10000,12,13.85,1132099200,0,0,1124668800,1086480000,10.0,5.0,5044.0,2540.03,A3,0,0,0.0
33478,0,8.0,601209,1,11000,12,9.05,1139702400,0,0,1120953600,1091318400,9.0,9.0,7384.0,5177.96,C5,0,0,0.0
33479,0,6.0,602207,1,7000,12,6.85,1171756800,0,0,1107907200,1067385600,1.0,1.0,979.0,691.87,A3,0,0,0.0
33480,2,0.0,602809,1,9000,12,9.7,1188086400,0,0,1134086400,1092873600,8.0,3.0,3675.0,2452.03,A5,0,0,0.0
33481,0,1.0,602806,1,8000,12,19.8,1185408000,0,0,1113523200,1009843200,1.0,1.0,1120.0,796.56,A3,0,0,0.0
33482,1,10.0,602905,1,8000,12,15.6,1164758400,0,0,1103846400,1046217600,2.0,1.0,1368.0,700.88,A4,1,0,0.0
33483,0,10.0,601501,2,10000,12,23.3,1172102400,0,0,1150502400,1072137600,5.0,3.0,2944.0,2221.16,A2,0,0,0.0
33484,0,3.0,602209,1,9000,12,9.0,1168646400,0,0,1121904000,1044921600,5.0,2.0,2048.0,1550.58,B1,0,0,0.0
33485,1,10.0,602610,1,8000,12,27.85,1156723200,0,0,1106006400,1090972800,1.0,1.0,824.0,796.56,C2,1,0,0.0
33486,0,8.0,602302,2,10000,12,17.7,1140566400,0,0,1160784000,1092614400,4.0,2.0,1859.0,906.73,A1,0,0,0.0
33487,0,10.0,601104,1,10000,12,16.85,1143676800,0,0,1135814400,1089676800,4.0,3.0,5264.0,2703.14,B1,0,0,0.0
33488,0,5.0,601809,0,10000,12,12.1,1175299200,0,0,1147910400,1098921600,1.0,1.0,1810.0,967.21,C1,0,0,0.0
33489,0,10.0,602610,2,9000,12,10.5,1171238400,0,0,1101340800,1048982400,4.0,4.0,3281.0,1658.02,A0,1,0,0.0
33490,0,5.0,601303,1,10000,12,13.45,1186099200,0,0,1127952000,1053302400,6.0,4.0,4495.0,3025.94,A3,0,0,0.0
33491,0,10.0,602702,1,10000,12,25.45,1183939200,0,0,1130112000,1054598400,1.0,1.0,1960.0,996.92,A5,0,0,0.0
33492,0,10.0,601400,1,10000,12,17.1,1150502400,0,0,1130457600,1075420800,1.0,1.0,1810.0,975.69,B1,1,0,0.0
33493,1,2.0,601102,2,8000,12,27.4,1188691200,0,0,1148947200,1009497600,2.0,1.0,1440.0,705.83,A3,0,0,0.0
33494,0,5.0,602107,1,10000,12,11.2,1156809600,0,0,1123632000,1035849600,5.0,3.0,2430.0,1484.06,B1,0,0,0.0
33495,2,10.0,602910,1,9000,12,16.7,1182297600,0,0,1144886400,1045785600,3.0,2.0,1616.0,1547.64,A4,0,0,0.0
33496,2,9.0,602308,1,9000,12,7.199999999999999,1145750400,0,0,1124236800,1016841600,5.0,3.0,3100.0,2415.95,B2,1,0,0.0
33497,0,2.0,602905,1,12000,12,12.85,1166140800,0,0,1125532800,1049500800,3.0,2.0,3800.0,1885.32,A3,1,0,0.0
33498,0,10.0,601310,1,8000,12,11.15,1140134400,0,0,1159228800,1072483200,5.0,2.0,2224.0,1533.54,B0,0,0,0.0
33499,0,0.0,602307,2,9000,12,19.35,1192665600,0,0,1120089600,1052092800,2.0,1.0,1368.0,882.41,C1,0,0,0.0
33500,0,3.0,602203,2,10000,12,16.85,1152748800,0,0,1112486400,1028937600,3.0,3.0,2502.0,1764.57,C1,0,0,0.0
33501,2,0.0,602208,0,8000,12,16.4,1147305600,0,0,1113782400,1087603200,4.0,4.0,3864.0,2284.99,B3,0,0,0.0
33502,2,4.0,601406,2,8000,12,28.950000000000003,1191974400,0,0,1158537600,1041206400,2.0,2.0,1694.0,1488.43,B1,0,0,0.0
33503,2,6.0,602807,1,8000,12,10.1,1185321600,0,0,1117152000,1023062400,1.0,1.0,919.0,736.98,A1,0,0,0.0
33504,0,10.0,602405,1,11000,12,8.5,1144627200,0,0,1151625600,1095465600,7.0,4.0,2997.0,2609.7,C5,1,0,0.0
33505,0,4.0,602104,1,10000,12,28.15,1187913600,0,0,1139270400,1007942400,4.0,4.0,3775.0,2493.78,A2,0,0,0.0
33506,0,10.0,601208,1,10000,12,15.85,1192752000,0,0,1159142400,1092096000,1.0,1.0,1130.0,967.21,B3,0,0,0.0
33507,0,1.0,603002,1,9000,12,15.15,1186444800,0,0,1111622400,1047945600,1.0,1.0,1125.0,835.17,A2,0,0,0.0
33508,0,0.0,601409,2,8000,12,15.15,1134086400,0,0,1131926400,1048896000,2.0,2.0,1536.0,780.62,A1,0,0,0.0
33509,0,10.0,601701,1,11000,12,23.65,1172361600,0,0,1131235200,1085184000,14.0,5.0,5640.0,4683.84,B2,0,0,0.0
33510,0,6.0,602102,1,12000,12,18.7,1182988800,0,0,1157932800,1034121600,5.0,4.0,3909.0,3393.8,A4,1,0,0.0
33511,0,10.0,601410,2,10000,12,13.0,1174694400,0,0,1122336000,1094515200,3.0,2.0,2805.0,1694.31,A3,0,0,0.0
33512,0,0.0,602202,1,10000,12,19.15,1172016000,0,0,1115337600,1080259200,3.0,2.0,2322.0,1744.37,B0,0,0,0.0
33513,2,0.0,601100,1,8000,12,11.8,1151452800,0,0,1144195200,1015286400,4.0,2.0,2432.0,1527.24,A1,0,0,0.0
33514,1,Unknown,602503,1,9000,12,21.35,1170720000,0,0,1125705600,1055635200,3.0,2.0,2144.0,1553.96,A3,0,1,0.0
33515,0,10.0,602407,1,8000,12,18.8,1178323200,0,0,1108684800,1031184000,1.0,1.0,1552.0,745.54,A5,0,0,0.0
33516,0,1.0,602501,1,11000,12,20.4,1154736000,0,0,1152576000,1014768000,1.0,1.0,1991.0,1089.45,B0,0,0,0.0
33517,2,Unknown,602510,1,10000,12,16.8,1154390400,0,0,1132617600,1099267200,8.0,3.0,4250.0,2441.93,A2,0,1,0.0
33518,0,10.0,602906,1,7000,12,28.55,1149811200,0,0,1150761600,1057622400,1.0,1.0,784.0,619.08,C1,1,0,0.0
33519,0,Unknown,602907,1,9000,12,19.15,1175817600,0,0,1115337600,1026432000,1.0,1.0,1260.0,814.94,C1,0,1,0.0
33520,0,8.0,602304,1,9000,12,18.4,1180569600,0,0,1160179200,1007942400,5.0,2.0,3546.0,1778.63,A3,0,0,0.0
33521,0,6.0,601806,1,9000,12,15.95,1169683200,0,0,1116633600,1011830400,2.0,1.0,1566.0,880.79,B4,1,0,0.0
33522,0,6.0,602304,1,8000,12,29.8,1132185600,0,0,1100390400,1044057600,1.0,1.0,1048.0,796.56,A4,0,0,0.0
33523,0,7.0,601809,1,7000,12,7.6,1181520000,0,0,1128470400,1067558400,5.0,2.0,1064.0,619.08,B4,0,0,0.0
33524,2,7.0,601202,1,9000,12,7.149999999999999,1177113600,0,0,1127606400,1084233600,4.0,4.0,5152.0,2789.6,A3,1,0,0.0
33525,1,10.0,602501,1,8000,12,27.15,1174435200,0,0,1143590400,1067212800,2.0,1.0,1152.0,796.56,B3,0,0,0.0
33526,0,10.0,601303,2,11000,12,8.35,1141776000,0,0,1105660800,1099440000,2.0,2.0,2112.0,1010.56,A3,0,0,0.0
33527,2,4.0,601700,1,10000,12,13.5,1137456000,0,0,1147564800,1023840000,3.0,2.0,3564.0,1768.31,B1,0,0,0.0
33528,0,10.0,601704,1,8000,12,16.55,1189468800,0,0,1111449600,1039132800,6.0,3.0,3840.0,1951.47,B2,0,0,0.0
33529,0,10.0,602607,1,9000,12,6.699999999999999,1164844800,0,0,1114128000,1050278400,4.0,3.0,3168.0,1500.68,B0,0,0,0.0
33530,2,2.0,601306,1,11000,12,21.15,1173916800,0,0,1155340800,1061078400,2.0,1.0,1573.0,1020.69,B2,0,0,0.0
